Project Code,Country,Managed By,Fulfill Via,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
113-ZW-T30,Zimbabwe,PMO - US,Direct Drop,Air,1-Sep-09,1-Sep-09,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,2000,40000.0,20.0,0.8,624.0,4756.06,78.4
133-NG-T30,Nigeria,PMO - US,Direct Drop,Air,28-Jun-11,28-Jun-11,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,1286,37294.0,29.0,1.45,482.0,2386.35,61.54
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,8-Dec-09,8-Dec-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,46,470.75,10.23,0.17,1047.0,5869.655000000001,0.92
106-HT-T30,Haiti,PMO - US,Direct Drop,Air,25-Aug-14,25-Aug-14,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,10050,21909.0,2.18,0.04,659.0,5586.53,22.52
101-AF-T30,Afghanistan,PMO - US,Direct Drop,Air,12-Jul-15,12-Jul-15,ANTM,Malaria,IMRES B.V.,"Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules",Quinine (as dihydrochloride),Generic,32,800.0,25.0,0.25,68.0,555.49,0.94
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,23-Mar-15,23-Mar-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,21384,217047.6,10.15,0.34,2406.0,4219.32,223.12
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,24-Aug-15,24-Aug-15,ARV,Pediatric,PHARMACY DIRECT,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",Atazanavir,Reyataz,3,47.7,15.9,0.26,1047.0,5869.655000000001,0.05
114-UG-T30,Uganda,PMO - US,Direct Drop,Air,7-Nov-13,7-Nov-13,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Multispot HIV-1/HIV-2 Rapid Test Kit, 50 Tests","HIV, Multispot HIV-1/HIV-2 Rapid Test Kit",Multispot,31,38750.0,1250.0,25.0,43.0,1324.43,47.93
111-MZ-T30,Mozambique,PMO - US,Direct Drop,Air,6-May-15,6-May-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,120,822.0,6.85,0.11,1047.0,5869.655000000001,0.97
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,12-Feb-15,12-Feb-15,ARV,Adult,PHARMACY DIRECT,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,2,51.19,25.6,0.21,1047.0,5869.655000000001,0.05
106-HT-T30,Haiti,PMO - US,Direct Drop,Air,29-Jun-10,29-Jun-10,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,50,1808.0,36.16,0.12,100.0,3806.01,3.9
106-HT-T30,Haiti,PMO - US,Direct Drop,Ocean,7-Aug-13,7-Aug-13,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,2430,5224.5,2.15,0.04,1047.0,5869.655000000001,6.46
106-HT-T30,Haiti,PMO - US,Direct Drop,Air,24-Feb-15,24-Feb-15,ARV,Adult,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,384,1363.2,3.55,0.12,42.0,2391.08,1.4
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,257,4298.6,16.73,0.56,1047.0,5869.655000000001,5.32
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,28-Oct-09,28-Oct-09,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,4500,12317.21,2.74,0.01,1047.0,5869.655000000001,24.14
106-HT-T30,Haiti,PMO - US,Direct Drop,Air,26-Mar-15,26-Mar-15,ARV,Adult,HETERO LABS LIMITED,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,990,5445.0,5.5,0.09,69.0,694.54,5.6
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,22-Jun-11,22-Jun-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,5070,41827.5,8.25,0.14,1047.0,5869.655000000001,69.02
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,9-Oct-12,9-Oct-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,169,2154.75,12.75,0.21,1047.0,5869.655000000001,3.02
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,1-Apr-10,1-Apr-10,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,1200,5558.6,4.63,0.08,1047.0,5869.655000000001,11.98
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,23-Aug-12,23-Aug-12,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,150,315.0,2.1,0.01,58.0,755.03,0.44
103-ZW-T30,Zimbabwe,PMO - US,Direct Drop,Air,9-Feb-13,9-Feb-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,1500,46230.0,30.82,0.1,1374.0,15509.16,64.81
110-ZM-T30,Zambia,PMO - US,Direct Drop,Air,31-Oct-12,7-Nov-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,3000,240000.0,80.0,0.8,1428.0,25760.94,336.48
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,24-Aug-15,24-Aug-15,ARV,Adult,PHARMACY DIRECT,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,39,471.65,12.09,0.4,1047.0,5869.655000000001,0.48
105-SS-T30,South Sudan,PMO - US,Direct Drop,Air,25-Jul-15,25-Jul-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,450,14400.0,32.0,1.6,164.0,1871.07,16.95
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,9-Oct-12,9-Oct-12,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,6414,14944.62,2.33,0.04,425.0,1032.12,20.95
114-UG-T30,Uganda,PMO - US,Direct Drop,Air,25-Apr-14,25-Apr-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,1000,5940.0,5.94,0.1,116.0,1105.6,6.11
116-ZA-T30,South Africa,South Africa Field Office,Direct Drop,Truck,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Zidovudine 150/300mg [Combivir], tablets, 60 Tabs",Lamivudine/Zidovudine,Combivir,7,117.6,16.8,0.28,1047.0,5869.655000000001,0.15
161-ZA-T30,South Africa,PMO - US,Direct Drop,Ocean,31-Jan-11,1-Feb-11,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,17013,40320.81,2.37,0.04,1047.0,5869.655000000001,86.93
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,6-Feb-14,6-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,53,3422.75,64.58,1.08,1047.0,5869.655000000001,4.23
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,12-Feb-15,12-Feb-15,ARV,Pediatric,PHARMACY DIRECT,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,7,36.18,5.17,0.02,1047.0,5869.655000000001,0.04
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,13-Jan-14,13-Jan-14,ARV,Adult,S. BUYS WHOLESALER,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,26,506.63,19.49,0.65,1047.0,5869.655000000001,0.52
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,28-Sep-13,28-Sep-13,ARV,Adult,HETERO LABS LIMITED,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,497,2857.75,5.75,0.1,117.0,658.27,3.54
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,7-Jan-14,7-Jan-14,ARV,Adult,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,13307,47239.85,3.55,0.12,1018.0,1681.58,58.44
114-UG-T30,Uganda,PMO - US,Direct Drop,Air,8-Apr-15,8-Apr-15,ARV,Pediatric,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 100/25mg, tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,2335,18773.4,8.04,0.13,237.0,1488.99,22.1
102-BI-T30,Burundi,PMO - US,Direct Drop,Air,24-Mar-14,24-Mar-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,675,54000.0,80.0,0.8,278.0,5626.76,55.51
102-BI-T30,Burundi,PMO - US,Direct Drop,Air,9-May-14,9-May-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,1128,90240.0,80.0,0.8,462.0,12205.04,92.77
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,13-Jul-15,13-Jul-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,9600,96000.0,10.0,0.33,1047.0,5869.655000000001,112.99
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,19-Oct-11,19-Oct-11,ARV,Adult,HETERO LABS LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,40000,58000.0,1.45,0.02,2343.0,12751.68,95.7
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,12-May-15,12-May-15,ARV,Adult,PHARMACY DIRECT,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,2,51.19,25.6,0.21,1047.0,5869.655000000001,0.05
105-SS-T30,South Sudan,PMO - US,Direct Drop,Air,8-May-15,8-May-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,18,576.0,32.0,1.6,1047.0,5869.655000000001,0.68
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,24-Aug-15,24-Aug-15,ARV,Adult,PHARMACY DIRECT,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,88,4713.55,53.56,0.89,1047.0,5869.655000000001,4.85
A01-BF-T50,Burkina Faso,PMO - US,Direct Drop,Air,11-Jul-15,11-Jul-15,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 300mg, tablets, 30 Tabs",Lamivudine,Generic,140,280.0,2.0,0.07,1047.0,5869.655000000001,0.33
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,6-Feb-14,6-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,1022,3808.14,3.73,0.06,1047.0,5869.655000000001,4.71
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,27-Oct-09,27-Oct-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,500,2112.45,4.22,0.14,1047.0,5869.655000000001,4.14
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,2-Feb-13,2-Feb-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,12492,51841.8,4.15,0.07,1047.0,5869.655000000001,72.68
101-CD-T30,"Congo, DRC",PMO - US,Direct Drop,Air,4-Nov-14,4-Nov-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,39,1248.0,32.0,1.6,1047.0,5869.655000000001,1.28
106-HT-T30,Haiti,PMO - US,Direct Drop,Ocean,20-Apr-15,20-Apr-15,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,18273,84421.26,4.62,0.15,2001.0,7842.4,86.79
114-UG-T30,Uganda,PMO - US,Direct Drop,Air,30-Jul-14,30-Jul-14,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,1300,72150.0,55.5,0.92,1047.0,5869.655000000001,74.17
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,22,433.8,19.72,0.33,1047.0,5869.655000000001,0.54
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,19-Feb-15,19-Feb-15,ARV,Pediatric,PHARMACY DIRECT,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,3,21.46,7.15,0.03,1047.0,5869.655000000001,0.02
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,7-Sep-15,7-Sep-15,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,5300,9540.0,1.8,0.03,1047.0,5869.655000000001,11.23
116-ZA-T30,South Africa,South Africa Field Office,Direct Drop,Truck,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,6304,129614.89,20.56,0.69,1047.0,5869.655000000001,160.33
105-SS-T30,South Sudan,PMO - US,Direct Drop,Air,2-Jul-15,7-Jul-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,50,250.0,5.0,5.0,1047.0,5869.655000000001,0.29
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,19-Mar-10,19-Mar-10,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,200,3780.0,18.9,0.32,1047.0,5869.655000000001,7.41
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,9-Mar-15,9-Mar-15,ARV,Adult,PHARMACY DIRECT,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,9,196.47,21.83,0.73,1047.0,5869.655000000001,0.2
102-GY-T30,Guyana,PMO - US,Direct Drop,Air,16-Oct-09,16-Oct-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,507,36504.0,72.0,0.72,67.0,4400.85,71.55
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,24-Dec-14,19-Dec-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,5280,55440.0,10.5,0.35,1570.0,2690.2,56.99
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,24-Aug-15,24-Aug-15,ARV,Adult,PHARMACY DIRECT,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,10,234.38,23.44,0.78,1047.0,5869.655000000001,0.24
102-SD-T30,Sudan,PMO - US,Direct Drop,Air,7-May-10,7-May-10,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,60,1200.0,20.0,0.8,353.0,3843.25,2.59
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,12-Apr-11,12-Apr-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,2706,18536.1,6.85,0.11,346.0,9539.6,39.96
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,10-Dec-14,10-Dec-14,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,13,287.28,22.1,0.37,1047.0,5869.655000000001,0.34
113-ZW-T30,Zimbabwe,PMO - US,Direct Drop,Air,18-Sep-12,18-Sep-12,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,5060,25300.0,5.0,5.0,2486.0,46552.3,35.47
161-ZA-T30,South Africa,PMO - US,Direct Drop,Air,15-Dec-10,8-Dec-10,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,8989,66788.27,7.43,0.12,454.0,3315.24,144.0
107-RW-T30,Rwanda,PMO - US,Direct Drop,Air,13-Jun-10,13-Jun-10,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,15030,38927.7,2.59,0.04,933.0,3847.96,76.3
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,55,1833.08,33.33,1.11,1047.0,5869.655000000001,2.27
110-PK-T30,Pakistan,PMO - US,Direct Drop,Air,9-Sep-13,9-Sep-13,HRDT,HIV test,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,4484,358720.0,80.0,0.8,1948.0,21689.39,502.93
106-HT-T30,Haiti,PMO - US,Direct Drop,Air,20-Mar-13,20-Mar-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,936,5559.84,5.94,0.1,128.0,1637.86,6.88
161-ZA-T30,South Africa,PMO - US,Direct Drop,Ocean,16-Jan-12,23-Jan-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,35357,150620.82,4.26,0.14,2806.0,7292.27,248.52
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,24-Aug-15,24-Aug-15,ARV,Adult,PHARMACY DIRECT,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,70,3749.42,53.56,0.89,1047.0,5869.655000000001,3.85
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,9-Mar-11,9-Mar-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,4014,27495.9,6.85,0.11,507.0,4520.66,59.28
105-SS-T30,South Sudan,PMO - US,Direct Drop,Air,3-Jun-15,3-Jun-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,15,75.0,5.0,5.0,1047.0,5869.655000000001,0.09
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,13-Aug-10,13-Aug-10,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,168,2184.0,13.0,0.43,2046.0,14405.31,4.71
109-TZ-T30,Tanzania,PMO - US,Direct Drop,Air,19-Jan-12,19-Jan-12,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,405,3122.55,7.71,0.13,75.0,1262.36,5.15
102-SD-T30,Sudan,PMO - US,Direct Drop,Air,6-Jan-12,6-Jan-12,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,1,8.0,8.0,0.08,2.0,885.49,0.01
107-RW-T30,Rwanda,PMO - US,Direct Drop,Air,15-Apr-10,15-Apr-10,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,12730,246070.9,19.33,0.32,1047.0,5869.655000000001,482.3
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,29-Jul-14,29-Jul-14,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,6400,11840.0,1.85,0.03,1047.0,5869.655000000001,12.17
101-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,17-Feb-14,17-Feb-14,ARV,Adult,PHARMACY DIRECT,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,2500,37672.35,15.07,0.5,1047.0,5869.655000000001,46.6
112-NG-T30,Nigeria,PMO - US,Direct Drop,Air,3-Dec-12,3-Dec-12,ACT,ACT,NOVARTIS PHARMA SERVICES AG,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs",Artemether/Lumefantrine,Coartem,2500,105000.0,42.0,0.06,1725.0,11954.71,147.21
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,23-Apr-14,23-Apr-14,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,9989,18479.65,1.85,0.03,1047.0,5869.655000000001,22.86
117-ET-T30,Ethiopia,PMO - US,Direct Drop,Air,2-Apr-12,2-Apr-12,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,924,22638.0,24.5,24.5,656.0,6488.44,31.74
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,23-Nov-12,23-Nov-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,939,21127.5,22.5,0.75,117.0,1766.57,29.62
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,23-Oct-09,23-Oct-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,6500,72475.0,11.15,0.19,1047.0,5869.655000000001,142.05
109-TZ-T30,Tanzania,PMO - US,Direct Drop,Air,6-Jun-11,6-Jun-11,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,3399,67980.0,20.0,0.8,1133.0,8509.57,112.17
106-HT-T30,Haiti,PMO - US,Direct Drop,Air,17-Jul-12,17-Jul-12,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,6705,113716.8,16.96,0.09,1979.0,853.07,159.43
133-NG-T30,Nigeria,PMO - US,Direct Drop,Air,9-Jan-13,26-Feb-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,1960,174440.0,89.0,0.89,882.0,5869.655000000001,244.56
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,28-Dec-12,28-Dec-12,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,14055,31623.75,2.25,0.04,1304.0,2220.86,44.34
800-LS-T30,Lesotho,PMO - US,Direct Drop,Air,25-Apr-14,25-Apr-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,2104,168320.0,80.0,0.8,856.0,11063.78,173.03
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,6-Feb-14,6-Feb-14,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,44,311.64,7.08,0.03,1047.0,5869.655000000001,0.39
102-KE-T30,Kenya,PMO - US,Direct Drop,Air,18-Jan-10,18-Jan-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,3000,240000.0,80.0,0.8,907.0,9014.8,470.4
